WSA_AGIDF,Ecode
GA0550001,B
SC4220006,N
SC3110002,N
AL0000927,S
AR0000299,N
TN0000400,S
MS0140010,N
MS0530010,S
NC0433020,N
NC0279030,S
LA1105008,S
NC0144040,N
AR0000248,S
NC0431035,N
NC0118010,S
FL1320440,N
AL0000626,N
LA1097018,N
FL4500840,N
LA1083005,N
FL4500841,N
LA1009005,S
MS0290019,S
NC0428030,S
LA1085016,N
AL0000234,S
AL0001199,N
AR0000370,S
MS0590010,N
LA1077044,N
LA1111011,S
MS0380101,N
NC0158010,N
NC0158015,N
NC0304010,S
GA2570000,N
TN0000440,N
MS0780007,S
TN0000441,N
GA2210002,N
NC0378035,N
MS0280001,N
AR0000619,N
FL2341181,N
NC0279025,S
GA0110001,B
NC0452010,B
NC0136010,S
SC1320004,S
SC3410003,N
MS0040006,N
SC3510001,N
AR0000098,N
AL0001363,S
FL3421379,N
GA3190004,N
AL0000128,N
MS0210003,N
TN0000422,N
MS0190003,N
FL4130871,S
AR0000119,S
MS0060012,N
MS0760007,N
FL2010749,N
TN0000454,N
NC0351045,N
NC0464050,N
AL0000438,N
AL0000116,S
AL0000770,S
AL0001364,N
NC0217015,N
GA1250001,N
MS0650004,N
NC0230010,N
SC0820008,S
SC0210008,B
TN0000470,N
TN0000471,S
LA1043005,N
MS0390003,N
NC0111484,N
GA1750005,N
MS0310008,N
FL3350847,N
NC0149015,S
LA1017023,B
NC0416015,N
MS0420004,N
AR0000310,S
AR0000289,S
NC0304010,S
TN0000273,S
AL0000853,N
AL0000651,N
GA1370005,N
NC0362010,S
LA1013011,N
MS0160003,N
NC0496015,N
SC1010002,B
NC0113020,N
AL0001006,N
TN0000479,S
AL0000738,S
NC0446015,N
NC0120010,N
MS0730005,N
AL0001506,S
NC0428030,S
AL0000681,S
MS0080002,N
TN0000095,S
NC0363025,N
MS0630002,N
NC0392020,S
TN0000322,N
FL1670119,N
AR0000604,S
AR0000124,S
NC0464055,N
AL0000337,N
NC0118010,S
AL0001422,S
TN0000103,N
SC0420011,S
MS0790003,N
FL1170613,N
NC0424055,N
NC0424020,N
TN0000104,S
LA1049004,N
AL0001358,S
LA1079005,N
SC1310001,S
AL0000189,N
AR0000507,S
GA0910001,N
SC1310002,S
NC0180040,B
NC0407025,N
MS0510002,N
TN0000115,N
NC0309020,N
AL0000082,N
LA1029002,N
NC0351070,S
AL0000101,B
NC0180050,N
LA1037001,N
SC3410002,N
NC0136010,S
NC0144015,S
MS0140003,N
AL0001298,S
NC0343045,S
AL0000618,N
AL0000252,N
MS0810002,S
AL0001299,B
MS0690002,N
LA1043002,N
TN0000126,S
AL0000933,S
AL0000676,N
LA1021002,N
NC0489010,N
NC0175015,N
MS0540004,N
NC0433030,N
NC0466025,N
LA1119004,N
FL1320143,N
LA1009005,S
AL0000677,N
MS0540017,N
LA1081001,N
AR0000658,S
NC0425055,S
SC2110012,N
AL0000678,S
AR0000738,S
MS0440004,N
AR0000149,S
MS0540005,S
NC0494020,N
MS0030002,N
FL2150243,N
NC0106010,N
AL0000508,B
MS0600003,S
MS0260005,N
AL0001222,S
LA1119005,N
TN0000230,S
TN0000290,S
NC0136065,N
AR0000101,S
NC0285020,N
TN0000328,S
GA2890000,N
AL0000971,N
FL4060344,S
AL0001265,S
MS0350001,S
TN0000183,N
MS0510004,N
TN0000541,S
GA3030001,N
AR0000722,S
LA1083002,S
AR0000367,N
AR0000201,S
NC0229030,S
MS0070006,N
AL0000767,S
GA1750001,N
MS0640003,N
NC0286030,N
MS0670003,N
GA0930032,N
NC0464010,S
AL0001403,S
NC0425025,N
TN0000403,N
AL0000387,N
TN0000196,N
NC0112015,S
GA0650004,N
LA1061003,N
NC0309025,N
MS0490002,N
MS0700012,S
MS0060008,N
FL6530485,N
LA1055011,N
AR0000376,S
NC0309050,S
NC0299025,B
NC0180010,S
SC4010002,N
TN0000615,S
FL3480327,N
AL0000547,S
MS0580003,N
NC0421010,N
SC1510006,N
MS0250005,N
AL0000277,N
SC0510003,N
AL0000033,N
AL0001380,N
NC0309010,N
NC0106025,N
NC0286020,S
AL0000833,S
SC0610005,N
NC0181010,S
GA0710002,N
NC0377109,S
SC3810003,N
NC0498020,B
AL0000535,B
NC0201010,S
LA1003011,S
AR0000111,N
NC0442025,N
TN0000224,N
GA0190001,N
MS0120004,N
LA1113005,N
LA1049007,N
TN0000231,S
SC2510002,N
TN0000232,N
FL1300247,N
MS0040002,N
AL0000636,N
SC3810006,N
NC0459015,S
AL0001046,N
NC0424030,N
SC0310004,N
NC0378025,N
NC0431040,N
NC0180055,N
MS0600005,N
NC0343010,S
MS0700005,N
AL0001084,S
NC0123035,B
LA1111005,N
MS0020003,N
NC0474020,SB
AL0000909,N
AR0000545,N
LA1029005,N
AL0000559,N
MS0450008,N
AL0000363,N
MS0610009,N
NC0181010,S
AL0001428,N
AL0000846,N
FL5364048,S
FL2124399,N
NC0474020,SB
AR0000016,N
NC4051018,S
AL0000867,SB
AR0000257,N
NC0157010,S
LA1117003,N
NC0235010,S
NC0276020,S
AR0000448,N
NC0496065,S
MS0100004,N
MS0140004,N
AL0001047,N
AL0000254,N
AR0000231,N
NC0343045,S
SC2510007,N
TN0000251,S
AL0000361,S
AL0000404,N
AR0000871,S
AR0000357,N
NC0382020,S
SC3220002,N
NC0442010,S
TN0000255,N
AR0000693,N
GA1990044,N
GA1990003,S
MS0150005,N
AL0000123,N
LA1013008,N
TN0000263,N
NC0383010,S
NC0201010,S
SC2510009,N
SC3220001,S
AL0000237,N
AR0000658,S
GA0330000,N
TN0000265,N
AL0000598,B
FL2024902,N
LA1079011,N
AL0000397,S
MS0030003,S
NC0343010,S
MS0710005,N
NC0353010,S
MS0260008,N
AL0001265,S
AL0001105,N
AL0000685,N
AL0001114,N
LA1093002,N
FL1320686,N
NC0114030,N
SC3010001,S
TN0000269,N
SC4510001,N
NC0201015,S
TN0000666,S
NC0431060,N
TN0000273,S
FL1200687,N
LA1091004,N
FL2400440,N
FL1320311,N
NC0474035,B
NC0474055,N
AL0000255,S
NC0123020,S
LA1113006,N
AR0000542,S
FL4500351,S
AR0000085,S
MS0060009,N
MS0410006,N
AL0000888,SB
AR0000101,S
AL0001500,S
NC0442010,S
TN0000279,N
NC0459025,N
SC2510001,N
SC1810002,N
AL0001156,N
AR0000071,N
NC0382030,N
NC0446040,N
NC0113025,SB
GA3030002,N
FL2550476,N
AR0000658,S
MS0480008,N
NC0136020,S
TN0000672,N
NC0498025,S
NC0362010,S
SC0420011,S
MS0210005,N
NC0326010,S
AL0000577,S
LA1111017,N
AL0000732,N
NC0234010,S
NC0279025,S
MS0120009,N
NC0291010,S
AR0000307,N
SC4510003,N
MS0530021,N
AR0000334,S
AR0000722,S
SC1010001,S
AL0000073,N
SC1410003,N
SC0820008,S
MS0570013,N
GA3210002,N
MS0680011,S
MS0370010,N
MS0670012,N
AR0000152,S
NC0471015,N
FL4130871,S
TN0000682,N
GA0010001,N
SC3210004,S
NC0201015,S
NC0424015,SB
GA2410001,N
NC0309040,N
NC0433010,S
GA2830000,S
AL0000702,N
MS0650011,N
NC0118015,S
NC0363035,N
MS0260016,S
NC0431010,S
TN0000693,N
TN0000698,N
MS0250025,N
AL0000919,S
AL0000229,S
GA0510006,N
GA3170001,N
MS0810009,N
SC2110005,N
TN0000700,N
MS0710010,N
MS0580017,N
AR0000618,N
TN0000704,N
NC0471020,N
AL0001092,S
TN0000706,N
MS0290010,N
TN0000710,N
AL0000882,S
TN0000711,N
AL0001092,S
GA0550006,S
NC0118015,S
TN0000712,N
NC0362010,S
NC0175010,N
AR0000237,S
LA1059010,N
MS0720004,N
SC1410004,N
GA0770004,N
NC0382040,N
MS0680010,S
MS0740005,N
AR0000738,S
SC0310002,N
TN0000231,S
AL0000934,S
AL0001100,N
LA1059011,N
MS0250026,N
MS0080009,N
NC0112010,S
AL0000523,N
AR0000998,S
NC0425020,N
AR0000658,S
TN0000724,N
MS0070019,N
SC2510005,N
NC0343045,S
AR0000380,B
LA1029011,N
AL0001500,S
AL0001168,N
AR0000205,N
LA1017037,N
AR0000283,N
NC0326040,N
NC0304020,B
AL0001130,S
SC0210004,N
NC0383020,N
AR0000428,S
AL0001260,S
LA1063017,N
NC0431010,S
MS0700011,N
NC0285015,N
AL0000592,N
MS0400011,N
NC0440106,SB
SC2410001,S
NC0291010,S
NC0431015,N
TN0000821,S
LA1097016,N
LA1107009,S
FL1670721,N
GA1450003,N
NC0144010,S
NC0111025,S
AL0000708,N
MS0680012,N
AL0001131,S
MS0100009,N
FL2544392,S
NC0442020,S
LA1053006,N
MS0150011,N
MS0260017,N
AL0000097,N
AL0000738,S
NC0105010,N
SC2310001,S
SC3710004,S
AR0000998,S
TN0000253,S
FL1304033,N
AR0000087,S
NC0464010,S
AL0000858,N
NC0309030,N
TN0000746,N
FL2241264,N
TN0000748,N
SC3610004,N
AR0000658,S
AR0000004,S
NC0197025,S
SC1510003,N
SC0420011,S
NC0459010,B
AR0000529,N
SC0610002,N
AR0000650,N
AL0001171,N
AL0001172,S
AR0000188,N
NC0408010,N
NC0304010,S
SC2010001,S
MS0060020,N
NC0474040,B
NC0446020,N
LA1041007,N
TN0000756,N
NC0111015,N
AL0001132,B
NC0466040,N
MS0790007,S
AR0000101,S
NC0465020,N
NC0299015,N
NC0217010,N
FL6382116,N
GA2930002,N
SC2510006,N
FL6250332,N
LA1085032,N
NC0464020,SB
AL0001411,SB
NC0410045,S
AL0000122,B
MS0560002,N
AL0000302,N
SC0210007,N
MS0390004,N
MS0090003,N
LA1115022,N
TN0000328,S
AL0001265,S
TN0000496,N
LA1107003,N
GA2510001,N
NC0106020,N
NC0416020,N
AL0000439,N
NC0382035,N
AL0000666,N
SC3310003,N
SC2410001,S
TN0000511,B
FL1300498,N
NC0291010,S
AR0000422,S
SC3810010,N
MS0080006,N
NC0197010,S
SC3810001,S
NC0184015,S
AL0000870,S
MS0800006,N
AR0000801,N
LA1123006,N
NC0410045,S
GA1070002,N
NC0184020,B
TN0000521,N
MS0810007,N
AL0001336,S
LA1003011,S
TN0000524,N
NC0410045,S
GA2750003,N
AR0000951,S
AL0001203,SB
AL0000131,SB
LA1017026,N
AR0000247,N
AR0000089,N
SC2110006,N
SC0510004,N
NC0156025,N
TN0000523,N
LA1059004,S
AR0000064,B
TN0000532,N
FL2101182,N
FL6531313,N
NC0469020,N
AL0000484,N
NC0201123,B
MS0570010,N
FL2380854,N
AL0000897,N
AR0000227,N
MS0060014,N
MS0120006,N
SC1310002,S
FL4504393,S
SC2110010,N
NC0378045,N
NC0459015,S
AL0001336,S
GA2730002,N
SC1310006,N
FL1660524,N
NC0304010,S
MS0610018,N
SC3210004,S
SC2310001,S
NC0378020,N
SC0420011,S
FL2101019,N
AL0000244,S
AR0000237,S
AR0000119,S
SC0210006,N
AR0000234,N
TN0000242,S
AL0000927,S
MS0260013,N
FL3641324,N
NC0496065,S
NC0286025,N
AL0000443,N
AL0001391,N
AL0001393,S
NC0351040,N
GA1450001,N
NC0363030,N
NC0433015,N
GA3150001,N
SC4310002,N
NC0454020,B
AL0000726,N
NC0319015,S
MS0410011,N
NC0494010,N
FL6531424,N
NC0304010,S
AL0000546,N
LA1043017,N
NC0452015,N
FL2540905,N
FL1304034,N
FL3641044,S
LA1097013,S
GA0310002,N
AR0001070,S
MS0050019,N
NC0408040,N
AR0000237,S
AR0000216,N
MS0330008,N
NC4051018,S
NC0433010,S
SC3610005,B
GA0430001,N
AR0000354,N
AL0001208,N
MS0650008,N
NC0276020,S
AL0001130,S
NC0136010,S
AR0000306,N
AR0000477,N
GA3170000,N
LA1083006,N
GA2870001,N
AL0000378,N
NC0378015,N
AL0000589,N
AR0000186,S
SC1820002,N
AL0001107,N
GA0310003,N
MS0060015,N
AL0000344,N
GA0910003,N
NC0112010,S
NC0466020,N
MS0560004,N
GA3030004,N
SC4110002,SB
LA1029009,N
SC2710001,N
TN0000579,N
SC1810004,N
SC2010002,B
MS0020005,N
GA1030001,B
LA1013013,N
NC0425113,N
AL0000379,N
AL0001209,N
AL0000570,N
NC0138010,N
NC0459015,S
AL0000547,S
GA2510044,N
AR0000389,N
AL0000789,N
TN0000593,N
NC0197050,B
GA0450004,N
NC0494015,B
NC0431025,N
NC0382015,S
LA1115028,N
NC0188115,N
AR0000395,N
TN0000597,N
NC0378040,N
MS0190005,N
NC0408050,N
AR0000590,S
TN0000599,N
NC0112010,S
AL0000392,N
TN0000474,S
AR0000005,N
LA1125006,N
SC1810001,N
AR0000998,S
LA1107004,N
SC0810002,N
SC3710001,SB
NC0382025,N
SC0210005,N
MS0040010,N
TN0000606,N
SC4120001,N
TN0000607,N
MS0340016,N
NC0309050,S
AL0000356,S
SC3820003,S
NC0498040,N
TN0000609,N
LA1119025,N
GA2730003,N
NC0114010,S
MS0420005,N
MS0350004,N
SC2510008,N
NC0442010,S
TN0000614,N
SC2110009,N
NC0466035,N
SC1010001,S
NC0276010,S
MS0620010,N
AL0000728,N
AR0000304,N
NC0351015,N
TN0000615,S
MS0160006,N
NC0195118,N
NC0466015,N
GA1590001,N
NC0410045,S
MS0410013,N
TN0000627,N
SC4610005,N
NC0464010,S
MS0580008,N
AR0000101,S
MS0120008,N
MS0520008,N
LA1119027,N
AR0000528,N
MS0420006,N
TN0000107,S
NC0319010,S
GA1330001,N
MS0270007,N
MS0390005,N
AL0000065,N
LA1009014,N
NC0498045,N
SC2310001,S
MS0600008,N
NC0351010,N
MS0480012,N
SC1510002,N
TN0000639,S
AL0000108,N
FL1320689,N
TN0000640,N
NC0440010,SB
MS0050003,N
TN0000641,N
NC0363010,S
GA0750003,N
NC0103010,B
NC0433025,N
TN0000655,N
NC0136010,S
TN0000656,N
NC0464025,N
NC0326010,S
SC3810009,N
NC0161010,S
NC0378030,N
GA0590000,S
NC0201010,S
LA1063022,N
LA1115001,N
LA1117008,N
LA1027001,N
LA1127001,N
FL4130871,S
NC0410130,B
LA1013004,S
MS0070002,N
MS0730002,N
LA1067004,N
MS0640002,N
LA1013005,S
LA1127002,N
LA1097025,N
LA1013006,N
LA1039002,N
NC0181107,N
LA1061002,S
LA1069007,S
LA1021001,N
NC0446030,N
LA1067005,N
LA1085007,N
LA1065004,S
LA1119006,N
LA1127005,N
LA1111004,N
LA1119008,N
LA1043003,N
LA1119009,N
LA1049006,N
MS0820006,N
LA1081003,N
LA1123001,N
LA1001003,N
LA1053007,N
LA1085009,N
LA1085011,N
LA1103014,N
LA1079009,N
NC0363479,N
LA1063019,N
MS0480005,N
LA1043018,S
LA1041009,S
MS0680005,N
LA1069004,N
FL4501528,N
LA1031006,N
NC0106108,N
LA1021005,N
LA1047024,S
LA1081004,N
LA1025004,N
LA1119013,N
LA1009008,N
FL6530772,N
LA1017016,N
LA1017017,N
LA1013022,N
LA1111009,N
LA1063030,N
MS0020004,N
LA1027005,N
LA1045007,N
LA1013009,N
MS0780006,N
LA1081006,N
LA1113019,N
LA1079015,N
LA1067009,N
LA1001005,N
LA1091006,N
LA1009021,S
LA1077025,N
LA1001006,N
LA1085017,N
LA1049012,N
LA1037007,N
LA1067014,N
FL4501058,S
LA1099008,N
LA1039004,N
NC0363108,SB
LA1123007,N
MS0070015,N
LA1009013,N
LA1085021,N
MS0650007,N
MS0540069,N
LA1063033,S
LA1069008,N
LA1069009,N
MS0610021,N
LA1049014,N
LA1003010,N
LA1069010,N
LA1017028,S
FL4501242,N
LA1013014,N
MS0820012,N
LA1119026,N
LA1025009,N
LA1127010,N
LA1115032,N
LA1061018,N
MS0070018,N
NC0106107,N
LA1103038,N
MS0650010,N
LA1105026,N
MS0360014,N
FL4501438,N
LA1105027,N
LA1039013,N
LA1117006,N
FL4130871,S
NC0496155,B
FL4500014,N
NC0363010,S
LA1037010,N
MS0090011,N
WA5312800,N
TX2260004,N
CA2701202,N
NM3566026,N
NN3500211,N
90400243,N
AZ0415123,N
WA5304512,N
CA1710001,N
CO0139180,S
WA5313900,N
CA3200509,N
OR4100886,N
CA1710012,N
63568423,N
CO0151200,N
CA5510013,N
TX1300002,N
TX0660015,N
AZ0413021,S
OK6002158,N
CA0510017,N
MT0000189,N
AZ0413042,N
CA4510007,N
UTAH03006,N
CA3200510,N
CA3610015,B
TX1010118,N
83090011,N
NN3503039,N
NN3503012,N
MT0000003,N
WA5300250,N
CA1910248,B
NM3503926,N
CO0121150,S
AZ0410001,S
NN3500286,N
CO0102100,S
NM3535021,N
WA5301400,N
NM3535123,N
CO0107115,N
CA5410050,N
WY5600275,N
WA5304625,N
MT0004348,SB
WY5600251,N
CA4410018,N
85690004,N
CA0610001,N
CA3410001,SB
CO0135476,S
90400300,N
83090027,N
WA5311134,N
CA1610001,N
CA3510004,N
WA5303160,N
AZ0413008,N
WA5303200,N
MT0000458,N
WA5362650,SB
CA0510016,S
CO0151050,N
TX0840011,B
AZ0413011,N
WA5308200,S
MT0000014,N
WA5304461,N
TX2540005,N
NV0000008,N
CO0123133,N
WA5304815,N
CA0710002,B
CA4010016,N
CA1510038,N
NV0000009,N
OR4100199,N
WY5600006,N
MT0000460,N
WA5324181,N
UTAH03097,N
CA0707572,N
CO0151100,N
83090309,N
CA3610008,N
CA1410004,S
MT0002385,S
MT0000262,N
CA1010049,N
WA5307300,S
83090062,N
AZ0413051,N
MT0000525,S
CA3200134,N
TX2350001,N
NV0000010,B
UTAH19002,N
CA4910021,N
CA1510056,N
NM3513419,N
CA2110005,N
TX0840044,N
CA2010008,N
CA1510002,B
CA3710036,N
AZ0415038,N
TX2200044,N
TX0640028,N
TX2400003,N
TX2460061,N
WA5371850,S
TX1500037,S
TX1210003,N
WA5309350,N
CA4510003,N
83090063,N
CA1510011,N
CO0103010,N
CA3310047,N
NV0000221,N
WA5310750,N
CA4010014,N
90403010,N
NM3504026,N
NM3567905,N
CA1000359,N
TX0460239,S
OK1020210,S
CA3410004,N
CA4700521,N
TX0640022,N
WA5311340,N
CA1400027,N
MT0000520,N
CA1010039,N
WA5311500,N
CO0121150,S
WA5341650,S
CA2710005,N
AZ0410171,N
TX0640029,N
CA4010025,S
OK1221644,N
WY5601232,N
NM3505829,N
CA5610007,SB
NM3529207,S
MT0000172,N
OK1020205,S
CA3301114,N
CA3210009,N
NM3510801,N
NM3502426,N
CA1500563,N
NN0400174,N
CA3210008,N
CA5510022,N
CA1000018,N
WA5342700,N
TX2050070,N
CA1510701,B
AZ0415497,N
CO0119125,N
WA5322650,N
UTAH25010,N
NM3537326,N
WA5382844,SB
CA3900724,N
TX1550026,B
CA4810011,N
83090024,N
TX0240011,N
UTAH23001,N
WA5323850,N
CA5710007,N
85690002,N
WY5600157,N
TX1210011,N
83090025,N
CO0130030,N
TX0710018,N
CA3410009,B
WA5324350,N
WY5600166,N
TX2530002,S
TX2140002,N
WA5324550,N
CA3710008,B
CA3900505,N
MT0000278,N
MT0002669,N
TX1250039,N
CA5800803,N
CA5410017,N
CA1410003,N
OK1020623,S
CA4210002,N
NM3500115,N
NM3504126,N
CA5210003,N
CA1510046,N
TX2410008,N
CO0118035,N
CA1710010,N
CA1710005,N
WY5601630,S
NN0403047,N
WA5349000,N
CA4700539,N
NM3504826,N
UTAH24004,B
UTAH18014,B
CA1010042,N
WA5316270,B
WA5350700,N
NM3524130,N
WA5351100,N
TX0220013,N
WA53AA642,N
TX1610006,N
CA0202504,N
MT0000286,N
TX1810144,N
WA5352105,N
AZ0413039,N
WA5352200,N
CA4710006,N
OK1021202,S
NV0000162,N
NV0000163,N
CA1210013,S
CA4910013,N
NM3510024,B
CA1910077,B
CA3410033,N
AZ0410051,N
CA3110003,N
CA4910008,N
83090041,N
TX0710020,N
TX1220001,N
84990002,S
CO0112500,N
101612109,N
TX1150005,N
TX0140016,S
WA5326050,N
MT0004765,N
85690003,N
AZ0414004,N
TX1420006,N
WA5326300,N
83090053,N
CA1510007,N
CA4410011,N
WA5326450,N
CA4500317,N
CA1010051,N
CA1410505,N
AZ0414037,N
NM3504426,N
NN0403001,N
CA5602108,N
MT0000224,N
NV0000065,N
NV0000066,N
TX2270009,N
CO0130035,N
WA5305600,S
CA0910013,N
MT0001770,N
AZ0404346,N
WA5395915,N
OR4100326,N
NM3504526,N
CA1510045,N
AZ0408081,N
CA3210005,N
WA5328650,N
AZ0403702,S
WA5307158,N
OR4100338,N
CA3410021,S
TX2260008,B
CA5010033,N
NN0436008,N
TX0790296,S
AZ0410157,N
CA3200188,N
CA3210001,N
WA5329600,N
OK1021602,S
WY5600160,N
CA4910004,N
UTAH19046,N
CA3210010,N
CA1110002,N
OR4100150,N
TX0860106,N
TX1030010,N
NV0000073,N
83090044,N
83090005,N
TX1240001,N
CA1310007,B
AZ0409004,N
OR4100367,N
MT0004039,N
TX2080003,N
MT0000247,N
CA5010026,N
CA1710015,N
TX1010159,B
CA1710003,N
MT0000248,N
CA1610007,N
CA3310018,B
CA4700513,N
NN0400280,N
TX2410052,N
MT0000253,N
MT0000254,N
WY5600209,N
CA1210019,N
CA3310019,N
WA5335550,N
CA1410002,S
CO0130065,N
NV0000355,N
NV0000082,N
WA5335650,N
CA2110001,N
CA1510036,N
CA5410019,N
NN0403100,N
WY5600106,N
63500110,N
AZ0403013,N
NN0403003,N
UTAH18011,B
CA1400036,N
CA1710007,N
CO0130075,N
CA1510033,N
CA1610009,N
CA5010009,N
CO0159105,N
NV0000004,N
TX1500012,N
CA0210002,N
90605143,N
WA5342800,N
CA0707547,N
TX2320004,N
NM3509223,N
NM3513719,N
OR4100745,N
TX0150114,N
63501111,N
CA3210006,N
CA3205001,N
CA3610005,N
CA1503270,B
CA1910005,B
CA4010012,N
CA2910014,N
TX0100011,N
CA3710013,SB
MT0000266,N
WA5345350,N
83090064,N
CA1510012,N
NM3533126,N
CA1000053,N
WY5600109,N
CA4910023,N
CA2710013,N
CA1010020,N
TX2330001,S
CA2310011,N
CA2410011,N
WA53AA361,N
CA1510051,N
CA5400616,N
CA1610700,N
NN0403033,N
CA5301002,N
TX0920016,N
CA5810002,N
CA3910019,N
CA1910064,N
CA3910008,N
MT0000156,S
83090047,N
TX1200003,N
NM3504226,N
WA5317050,N
CA5410001,N
WA5317715,N
TX0200025,N
CA1400098,N
NV0000032,N
83090022,N
TX0310147,N
CA1010035,N
CA5000099,N
CA2410006,N
CA3200104,N
WA5318800,N
CA5010021,N
NN0400296,N
WA5319056,N
AZ0407026,B
CA0710010,S
CA0910001,S
NN0400342,N
CA0710009,N
WA5319480,N
83090034,N
AZ0408059,N
CA5400542,N
UTAH23054,N
CA0410003,N
CA5410021,N
CA5401003,N
OK1020515,S
CA4010028,N
CA1000069,N
TX1010235,S
NN0400322,N
AR0000507,S
TX0790493,N
TX2530004,N
WA5379050,N
NV0000223,N
WA5379300,N
TX0130066,N
105300020,N
WY5600764,N
WY5601397,N
MT0000332,N
AZ0412005,N
CA4410017,N
WY5600836,N
CA1910223,B
UTAH02021,S
TX1400010,N
WA5382850,N
NV0004082,N
CA2710023,N
NV0000036,N
UTAH25004,N
CA5410011,N
CA1010800,N
CA1510025,N
NM3532032,N
CA3110009,N
CA5610005,B
OK2006905,B
63503233,N
90400301,N
CA1500401,N
UTAH19008,N
NV0000168,S
CA5200503,N
CA5610022,N
TX2400025,N
WA5355250,N
TX1011826,N
104111101,N
CA4210019,N
CA5510006,N
NV0000160,N
90400104,N
CA1510014,SB
CA5510010,N
CA4110010,N
CA4910028,S
CA4210007,N
NN4903018,N
TX0820012,N
AZ0406003,N
CA3600226,N
TX0980003,N
CA2701515,N
WA5313333,N
ID4200054,N
CA1510042,N
AZ0403018,N
CA2100508,N
AZ0403002,N
OK1021602,S
CA0510001,N
CA3610031,N
MT0000296,N
AZ0402024,N
NN3500296,N
NN3500268,N
WA5358350,N
NN4900223,N
NN0400397,N
WA5358750,N
NV0003028,B
UTAH07005,N
OR4100970,N
OR4100556,N
AZ0407051,N
NN3503016,N
CA1710008,N
CA4010026,B
93200168,N
TX1080029,S
CA1510052,N
CA1710021,N
CO0116001,S
MT0000299,N
CA3310026,B
CA5610050,S
TX1110004,N
CA2010007,S
CA4900536,N
WA5307314,N
CA4010005,B
OR4100585,N
CA1300513,N
OR4100586,N
63501117,N
CA1510015,N
TX2400006,N
83090023,N
CA5810003,N
TX0310026,N
CA1510043,N
CA4210016,N
CA5410008,N
WY5600038,N
WA5310220,N
WY5600056,S
TX0530012,N
MT0001917,N
OR4100609,N
63502111,N
NV0000926,N
CA2710020,N
CA4500313,N
CA1300616,N
MT0000385,N
OR4100612,N
AZ0415027,N
WA5366200,N
CA2010006,N
CA2010004,N
TX0790132,S
AZ0413078,S
NM3531623,N
NM3506729,N
CO0122700,N
CO0118045,N
UTAH02062,N
TX0130013,N
63500113,N
OR4101122,N
OR4100909,N
CA3710039,N
TX1000016,N
NN0403004,N
90400030,N
CA5410009,N
CA2410007,N
CA3210011,N
WY5600093,N
CA2110006,N
63501100,N
NM3533223,N
CA5410026,N
WA5368700,N
TX1080029,S
TX2210001,S
MT0000311,N
CA2700702,N
83090012,N
63500114,N
CO0151650,N
CA1910130,B
AZ0411044,N
WA53AB292,N
CA3210004,N
WY5600822,N
CA3710042,S
NM3508717,N
CA3710019,B
CA0510006,N
CA3410005,N
NM3507029,N
CA1510016,N
TX0660014,N
NN4903017,N
TX1890012,N
CA1210011,N
NM3509523,N
CA5410024,N
NM3512207,N
NM3533426,N
CA3410018,N
NM3507229,N
AZ0407121,N
CA1010028,N
UTAH02015,N
WA5373300,N
NN0403048,N
93500302,N
WA5373600,N
WA5374160,N
CA1510018,B
NN0400396,N
CA1500561,N
NN0403023,N
CO0118055,S
CA3610062,B
AZ0402039,N
TX0200036,N
CA5010005,N
AZ0415021,N
TX0440016,N
CA3610085,N
CA2700728,N
63501160,N
CA2110002,S
63500116,N
TX0840153,S
CA4410014,N
CA2701676,N
AZ0411347,S
CA4300542,N
CA4010010,N
TX2530003,N
TX2220002,N
NN3503059,N
63504118,N
63500166,N
NM3572926,N
90400018,N
NM3542007,N
CA4210020,B
NN0403025,N
TX0150399,N
93200360,N
NV0000219,N
TX2450006,N
CO0118060,N
CA1310013,N
MT0000327,N
AZ0413010,N
90400042,N
OK1021775,B
TX0950065,N
WA5324050,S
CA5400968,N
UTAH26057,N
NM3546419,N
CA5410014,N
CO0101157,N
NN3536022,N
NN0400379,N
NV0000237,N
AZ0404047,N
TX0710019,N
NM3524630,N
CA1010030,N
CA5400553,N
OR4100549,N
MT0000347,N
90400206,N
AZ0412001,N
CA5510003,N
WY5601115,N
83090032,N
CA3200155,N
CA5510005,N
NN3500261,N
OR4100912,N
TX0130003,N
CA1710009,N
TX2320045,N
TX2320018,N
NM3507929,N
AZ0410041,B
CA3710042,S
CA0510010,N
TX1830001,S
AZ0411009,S
ID4430012,N
OR4100172,N
WA5311700,S
WY5600009,S
TX0150018,SB
WA5311800,N
ID5420010,N
TX1630005,N
OK1020418,S
OR4100971,S
UTAH11002,N
TX0570036,B
UTAH25137,N
TX1160002,N
TX0430003,N
CO0118015,S
TX2100001,S
TX1450002,N
UTAH06001,B
OK1010402,S
CO0124171,N
OR4100513,S
CA5010028,N
CA1910019,B
ID7190013,N
AZ0407090,N
OK1020702,S
TX1070006,N
TX1030011,N
TX0070016,N
OK1020515,S
WA5312300,N
WA5312400,N
OK2000208,N
WA5312750,N
WY5600011,S
OK1010821,S
CA0410002,N
TX2490004,N
TX0650013,S
TX0990001,B
OR4100184,N
TX1230038,N
CA3610012,B
CA3610036,SB
MT0000174,N
OK2005510,N
MT0000175,N
CA2010001,N
ID6030008,N
CA3710042,S
TX0940091,S
TX0670001,S
CA3410006,B
CA1910024,B
OK1021512,S
TX0650013,S
ID1090018,N
TX1940002,N
TX0920010,N
OR4100194,N
TX0060001,N
WA5313500,S
UTAH06002,B
