WSA_AGIDF,Ecode
IL0775400,SB
MI0040481,N
MI0040291,N
MS0300079,N
NC0392092,N
NC0392084,N
NC0145010,S
OH6703912,N
OH7005012,N
OK2005532,N
OR4100601,N
PR0422074,N
TX1330043,N
VA6107725,N
MO1024428,SB
FL2454282,N
GA2930015,N
IL1830750,S
LA1019101,N
NY0700772,N
OH2601212,N
SD4600273,N
TX0790261,N
TX2200282,N
TX1090069,N
WA5324050,S
NM3540407,N
AK2243658,N
CA1500578,N
CA4900552,N
CA0706004,N
CA5400682,N
CO0157011,N
CO0121247,N
CO0133500,N
FL6092331,N
GA1110000,S
ID4430001,N
IL1435600,N
IN5227004,N
IN5279019,N
IA5200825,N
ME0009244,N
ME0091870,N
MD0130005,N
MA2286018,N
MI0000324,N
MI0040655,N
MI0040104,N
MN1250017,N
MO3031293,N
MO4079503,N
MO3031366,N
MO1010833,S
MT0004208,N
NM3575801,N
NN3500239,N
NM3515718,N
NY0310339,N
NY1310664,N
NY4301307,N
NC0234197,N
NC0118105,N
NC0299110,N
NC0136178,N
NC0118142,N
NC0378055,S
NC0363045,SB
NC0136010,S
OH7003212,N
OH5402012,N
OH4900512,N
OK2001483,N
OR4101033,N
OR4101058,S
OR4100079,S
PA7210013,N
PR0306083,N
RI2942525,N
SC0420006,SB
SD4600270,N
SD4600143,N
VT0005255,N
VA4193520,N
VA4085390,N
VA3001745,N
WA5313915,N
WA5316390,N
WI6560122,N
TX1870072,N
WA5380005,N
CA1900636,N
CA1900767,N
CT0787011,N
GA1570011,N
GA0310241,N
HI0000428,S
NY3501332,N
OH7602212,N
PA2640004,N
AK2226021,N
AK2224214,N
AK2218652,N
AK2224117,N
AZ0420014,N
CA1500518,N
CA0707569,N
CT0710021,N
DE00A0420,N
FL2454300,N
FL5280155,N
IL1615850,N
LA1105069,N
LA1097026,N
LA1103069,N
MD0200204,N
MA4052070,N
MI0040082,N
MI0040122,N
MI0040292,N
MI0040336,N
MT0002540,N
NY1330342,N
NY5001219,S
NY0530012,SB
NC0136303,N
NC0195117,N
NC0332136,N
NC0113135,N
NC0145160,N
NC0136287,N
OK5005516,N
OR4100240,N
PA2350039,N
PA4190840,N
PR0518135,N
SC0420006,SB
SD4600428,N
SD4600882,S
TX1840088,N
TX1010622,N
TX2270001,S
TX1290003,SB
VA3093324,N
VA4103630,N
NY5830084,S
105300098,N
WI7350124,N
IN5252008,N
TX1700041,N
NY5801245,S
CA4200693,N
CA4200684,N
FL6284114,N
ID1280080,N
ID7100106,N
MO3069010,N
NH0162210,N
NH2003040,N
NC3041022,N
OH7000512,N
SC0250004,N
ND5101065,S
WV3302464,N
CA5500125,N
CT0792011,N
FL6511388,N
FL1394012,N
FL3590297,N
GA1850030,N
GA0310001,N
GA0310235,N
GA1110000,S
IN5217002,N
LA1073082,N
MO4069040,N
NY1921452,N
NC4092079,N
NC0392163,N
NC4392151,N
OH8503812,N
TN0000446,N
TX1650006,N
TX0490040,N
WA5345290,N
AZ0408014,N
AR0000109,S
CO0157250,N
CT0791001,N
DE0000267,N
FL4431883,N
FL6424653,N
FL1370403,N
FL3490986,N
GA2510049,N
IL1615185,N
IL0975585,N
IL0375200,N
IA8500605,N
LA1055196,SB
MD0220217,N
MI0040220,N
MI0040448,N
MI0040026,N
MN1070024,N
MO5048281,N
MO5036114,N
MO1024324,SB
MT0000525,S
NE3110924,N
NH0192010,N
NH0862030,N
NH0212020,N
NH1943010,N
63506233,N
NN3500251,N
NM3550905,N
NM3565508,N
NY3817904,N
NY1220347,N
NY4404385,S
NY4404385,S
NC0157138,N
NC0392229,N
NC0136225,N
NC0102106,N
NC0106114,N
NC4392122,N
NC0343045,S
NC0363010,S
OR4101397,N
OR4100774,N
OR4100268,N
PR0303013,N
SD4602191,N
TX0930063,N
TX0610016,N
TX2360035,N
TX1650077,N
TX1013195,N
VT0020962,N
VA6033200,N
VA4127885,N
WA5346275,N
WA5335357,N
WA5392150,N
WI6090453,N
WY5600182,N
TX0210042,N
VA4127450,N
VA2660345,S
WA5339424,N
WA5376620,N
WA5324050,S
CA2702007,N
CT0598011,N
FL6094934,N
FL6291481,N
GA0590071,B
GA0870055,N
GA2910057,N
GA0510055,N
LA1005180,N
MD0050205,N
MN1070016,N
NH0692020,N
NY0311321,N
NY4404396,N
NY1200273,N
OR4101252,N
TX1230001,S
VT0005452,N
VA2023575,N
VA4057750,N
VA5067957,N
GA0590000,S
AZ0413075,N
FL1330625,N
GA2290036,N
IA5282303,N
IA5225303,N
MT0000372,N
MT0000600,N
NH0153040,N
NH0861010,N
NH0162200,N
NH0112030,N
NY4100061,N
NC0118280,N
NC0160230,N
NC0136124,N
NC0118251,N
NC0160276,N
NC0241207,N
NC0118140,N
NC0136195,N
NC0332132,N
NC0467035,S
PR0518145,N
VA1173723,S
VA3700500,S
WA5310755,N
WA5377960,N
WA5378970,N
WV3301909,N
WI4200486,N
AZ0410281,N
DE00A0682,N
FL3424622,N
GA0970002,N
GA0290021,N
MD0300002,S
MA1058002,N
MI0005425,N
MI0040326,N
MO4010422,N
MO4256181,N
NH2542170,N
NM3549301,N
NY3903709,N
NY0901532,N
NY1330141,N
NC0392135,N
NC0392144,N
ND0801502,S
OK1021611,S
RI1559513,N
TX1011551,N
TX1330153,N
TX0790430,SB
TX1010517,N
TX0310002,S
TX1500037,S
WA5300561,N
TX0790511,SB
MI0040359,N
CA4910028,S
TX1700454,N
CA5800832,N
CA0400005,N
FL2124295,N
FL3351062,N
GA1270182,N
GA2750018,N
GA3110062,N
ID1090101,N
LA1117019,N
MS0350003,S
MT0000368,N
NY0800629,N
NC0392149,N
AK2211198,N
AK2310803,N
AZ0404101,N
AZ0407660,N
AZ0411365,N
CA3600094,N
CA1900941,N
CA3600157,N
CA3500550,N
CA0707556,N
CA1000071,N
CA2300590,N
CA5400880,N
CA3900624,N
CA3610037,S
CO0104090,N
CO0135538,N
CT0320031,N
FL6292080,N
FL3640748,N
FL4501104,N
FL4130588,N
FL3421467,N
GA1850015,N
HI0000243,N
HI0000248,N
ID1280112,N
ID3140062,N
ID1280236,N
ID6060085,N
IL2015345,N
IL0955150,N
IL1615100,N
IL2015745,N
IN5256014,N
IN5230006,N
IA0844006,SB
KS2011713,S
LA1055013,N
LA1063076,N
LA1103080,N
LA1019022,N
LA1047007,SB
MD0020204,N
MD0170207,N
MI0006627,N
MI0001037,N
MI0040060,N
MI0040370,N
55293303,N
MN1140020,N
MN1090017,N
MS0170049,N
MS0360031,N
MO4069075,N
MO6031110,N
MO5010968,N
MO3031290,N
MO4036306,N
MO3036105,N
MO4031196,N
MT0000540,N
MT0000275,N
MT0003304,N
MT0000270,S
NE3105306,N
NE3110711,S
NE3117302,S
NE3117302,S
NV0000030,N
93200359,N
NH0032010,N
NH1392310,N
NH1471010,S
NY3700910,N
NY6118506,N
NY1302791,N
NY6000621,N
NY0700778,N
NY3921697,N
NY1613600,N
NY3700915,N
NY5405808,N
NY5710494,N
NY3910483,N
NY1302799,N
NY1600355,N
NY5304409,S
NY1400443,S
NY0600364,S
43740043,N
NC0111157,N
NC0160211,N
NC0156133,N
NC0118245,N
NC0471120,N
ND2701623,N
OH3401212,N
OK5002135,N
OK2002611,N
OR4193461,N
OR4100498,N
OR4101139,N
OR4101119,N
OR4101344,N
PA6200010,N
PA3060137,N
SC4650028,N
SC4650004,N
SD4602314,S
SD4600257,N
SD4602135,S
TN0000657,N
TN0000678,N
KS2006503,S
VT0008274,N
VA3131061,N
VA4133120,N
VA1071568,N
VA5067400,N
VA3093700,N
VA1105200,S
WV3301705,S
WI2460128,N
WI1130266,N
WI1540124,N
WI2670116,S
WY5600758,N
WY5600820,N
PA1230004,S
WI1280109,N
DE0000999,N
FL6091178,N
GA0290005,N
GA1230074,N
GA2370091,N
GA1830027,N
GA0310184,N
IL0375100,N
IL0971900,S
KS2000915,N
LA1019109,N
MD0070211,N
MA2226007,N
NH2563010,N
OK2000118,N
SC3210001,SB
TX1070038,N
TX0270037,N
TX2490017,S
WA5378618,N
WA5386202,N
IA7383901,SB
TX1700670,N
TX0610023,SB
VA5143246,SB
AZ0409039,N
CT0970071,N
FL3354106,N
FL3350981,N
GA0310213,N
GA0510092,N
GA1870072,N
GA3110107,N
GA1770008,N
IL0995185,N
IN5208004,N
KS2002123,S
MI0040004,N
MI0040346,N
MI0040406,N
MS0240089,N
MS0340026,N
MS0790007,S
MO5048225,N
MO5031070,N
MT0000128,N
NH1612170,N
NH0612230,N
NH2533010,N
NY1520370,N
NC0180110,N
NC0118242,N
NC0273103,N
OR4100324,S
SC1060063,N
SC4660092,N
VA1185695,S
WA5390100,N
FL3354695,N
GA0290029,N
GA1450033,N
ID3140014,N
IL1315200,N
MO4031320,N
NM3516807,N
NM3576207,N
NC0136114,N
NC0234192,N
NC0136304,N
NC0180114,N
NC0351070,S
OK2002146,N
VT0005536,N
IL1330020,S
AZ0420531,N
AZ0420026,N
CA0707588,N
CA4900547,N
CO0123679,N
CT0340151,N
FL2014196,N
FL3590007,N
GA0310173,N
GA2790028,N
GA2190045,N
GA1610021,N
GA2170019,N
GA0310185,N
GA1330008,N
GA2210066,N
GA1330076,N
GA1910067,N
IL1190550,S
IN5248002,S
IA8215372,N
IA9433801,N
LA1063119,N
MI0005849,N
55294803,N
MS0300110,N
MO5048344,N
MT0003801,N
NY0600809,N
NY3400715,N
OH3800512,N
OH6500812,S
PA3060127,N
SC0820008,S
TX1700029,N
TX2270114,N
TX2270235,S
VT0005040,S
WA5323341,N
WA5324050,S
WI6320310,N
TX2130009,N
TX0710050,N
WA5319000,N
CA5400816,N
CA4400581,N
CO0130045,N
CT0730031,N
CT0614031,N
FL6532352,N
FL3420484,N
FL6600533,N
GA0290020,N
GA0290063,N
ID3140140,N
IL0995329,N
IA5225326,N
IA5282301,N
ME0007543,N
MI0040074,N
MI0040041,N
MS0060042,N
MO5036196,N
MT0001744,S
NH2462040,N
NC4392195,N
NC0105432,N
NC4392163,N
NC0138106,N
NC0286164,N
OH7705312,N
OK1020806,S
104101100,N
RI2519424,N
SC0420007,SB
SD4600625,N
UTAH21007,S
VA3001028,N
VA5067963,N
WA5391000,N
WA5391850,N
WY5600737,N
MI0040425,N
VA2023140,N
VA1105800,SB
AR0000022,S
CA4300525,N
CA5510002,S
CO0145030,N
CO0120244,N
FL6581246,N
GA1910076,N
IL1671200,S
IA5784311,N
ME0095240,N
MS0300026,N
MO3048155,N
NY3505660,N
NY1101763,N
RI1900053,N
SC3250042,N
SC1470304,N
WY5600786,N
WV3301811,S
AZ0410351,N
CA5800811,N
CO0108850,N
CT0427021,N
CT0780161,N
CT0780021,S
DE00A1745,N
FL2554346,N
KS2016909,N
LA1013005,S
ME0001349,N
MI0005577,N
MI0001658,N
MO3010835,S
NH1722010,N
OH5100612,N
TX2410014,N
TX1010916,N
VA6047040,N
WA5312154,N
TX1630011,N
WA5364150,N
CA1500481,N
CT1180041,N
CT0340011,S
FL6290112,N
GA1850068,N
IA5221303,N
LA1103028,N
LA1055012,N
MI0040029,N
MI0040144,N
MI0040491,N
MS0240258,N
MO6041286,N
NM3554507,N
NY3304310,N
NY3822687,N
NC0113148,N
NC4092011,N
NC0235109,N
NC0113219,N
NC2049015,N
NC0392378,N
PA7220009,N
TX2330051,S
VA3001887,N
WA5386800,S
83090061,N
WY5600011,S
CO0107246,N
FL6291581,N
FL1200334,S
GA2750055,N
GA2110049,N
GA0810006,N
GA1130033,N
IL1671200,S
IN5233002,N
MT0001649,N
OH7706612,N
OH2504412,S
OK2004674,N
WA5380200,N
IA8400733,S
WA5383116,N
AK2241088,N
AK2249434,N
AZ0401009,N
AZ0404083,N
AZ0420043,N
AZ0409316,N
AZ0410101,N
AZ0406305,N
AZ0413378,N
AZ0413045,S
CA3301018,N
CA1500289,N
CA3601045,N
CA1900107,N
CA1700595,N
CA0707598,N
CA1900639,N
CA3900653,N
CA1500378,N
CA2000849,N
CA2000692,N
CA4700872,N
CA3301169,N
CA3301541,N
CA3601055,N
CA2700766,N
CA1100436,N
CA3500579,N
CA0400001,N
90605008,N
CA3600394,N
CA5400629,N
CO0119452,N
CO0119124,N
CO0159005,N
CO0101031,N
CO0134515,N
CO0108525,N
CO0134630,B
CO0119692,N
CO0159090,N
CO0107702,N
CO0154715,N
CO0123725,N
CO0259003,N
CO0103090,N
CO0102900,N
CO0134020,S
CT1699061,N
DE0000548,N
DE0000924,N
FL6535097,N
FL2551120,N
FL1374008,N
FL3480289,N
FL2164401,N
FL6534736,N
FL6382108,N
FL6290937,N
FL1660407,N
FL5264050,N
FL6601460,N
FL6292755,N
FL2160906,N
FL6094351,N
FL3354038,N
FL6271934,N
FL6421952,N
FL3590571,S
GA1090038,N
GA2750022,N
GA1370019,N
GA0730010,N
HI0000249,N
ID6030005,N
ID6060013,N
ID7410034,N
ID1280088,N
ID5270008,N
ID3140050,N
ID1280118,N
ID4430103,N
ID5270017,N
ID6060056,N
ID6210012,N
ID3370030,N
ID6060099,N
ID7100088,N
IL0895750,N
IL1615150,N
IL0990060,N
IL1615520,N
IL1110040,N
IL2015100,N
IL0950500,N
IL1775255,N
IL0437245,B
IL1290200,S
IL0990800,S
IL1195150,S
IN5279001,N
IN5252022,N
IN5245055,N
IN5245062,N
IN5218003,N
IN5212002,N
IN5264041,N
IN5289012,S
IA8200601,N
IA5784303,N
IA2300607,N
IA0819033,S
IA9083012,S
KS2006707,N
KS2005536,N
LA1055060,N
LA1019059,N
LA1073016,B
LA1103018,N
LA1045027,N
LA1099029,S
LA1019070,N
LA1103135,N
LA1073003,S
ME0093806,N
ME0095100,N
ME0007009,N
MD0100203,N
MD0120214,N
MD0080010,N
MD0180009,N
MD0070034,B
MD0220209,N
MD0160009,N
MD0020218,N
MD0230224,N
MD0060214,N
MD0080048,N
MD0070241,N
MA2125021,N
MA2019007,N
MI0040247,N
MI0040591,N
MI0040316,N
MI0006792,N
MN1130010,N
MN1850010,N
MN1580023,N
MN1210002,N
MN1680004,N
MN1270025,N
MS0240213,N
MS0460011,N
ND5301152,SB
MO5031436,N
MO3036260,N
MO5039093,N
MO6036074,N
MO6036161,N
MO5036100,N
MO3036151,N
MO3036354,N
MO6048073,N
MO6036217,N
MO5048194,N
MO5048211,N
MO3079537,N
MO5048274,N
MO6031382,N
MT0000582,N
MT0004529,N
MT0004462,N
MT0000445,N
MT0001670,N
MT0001921,N
MT0001778,N
MT0004408,N
MT0002800,N
MT0000134,N
MT0003982,N
MT0000531,N
MT0004262,SB
NE3120068,N
NE3114106,N
NE3150247,N
NE3120305,N
NV0000244,N
NH2232160,N
NH0512030,N
NH0162160,N
NH1193030,N
NH0882190,N
NH2002030,N
NH0831010,N
NH2401030,N
NH0432020,N
NH2413020,N
NH2232050,N
NH2552010,N
NH0612160,N
NH1281010,S
NM3559014,N
NM3548501,N
NM3500318,N
NM3510219,N
NM3519125,N
NM3510029,N
NM3569626,N
NM3515618,N
NM3543826,N
NM3526604,S
NY5621920,N
NY3905706,N
NY1030243,N
NY1006319,N
NY1030242,N
NY3503889,N
NY4800726,N
NY4410170,N
NY1200253,N
NY5920706,N
NY2801597,N
NY5501277,N
NY5217623,N
NY4121420,N
NY2602375,N
NY1200260,N
NY3921720,N
NY5301415,N
NY1400832,N
NY3700907,N
NY3503598,N
NY3920317,N
NY3830021,N
NY5203331,N
NY5205653,N
NY4410166,N
NY3430046,N
NY3704360,N
NY3503621,N
NY4517170,N
NY1303228,N
NY5503747,N
NY1310661,N
NY0716017,N
NY2110147,N
NY1301337,N
NY3700921,N
NY5920450,N
NY2202332,S
NY0400343,S
NY0900211,S
NY5903442,SB
NY2230013,SB
NY6000613,S
NY4930400,S
NY5903469,SB
NC0136242,N
NC0234183,N
NC0286104,N
NC0157117,N
NC0241539,N
NC0111125,N
NC0106119,N
NC3041067,N
NC0111010,S
ND5101416,N
ND5000201,N
ND2701631,N
OH6700212,N
OH2500212,N
OH8504912,N
OH2500512,N
OH8501012,N
OH7704912,N
OH6705912,N
OH2801812,N
OH8502212,N
OH7101312,N
OH7004812,N
OH8503912,N
OH4200812,S
OK2002145,N
OK2001039,N
OK1221610,N
OK1021745,N
OK2006707,N
OK2003603,S
OR4101476,N
OR4100027,N
OR4100628,N
OR4100446,N
OR4100599,N
OR4101150,N
OR4100051,N
OR4100945,N
OR4105926,N
OR4101471,N
OR4100285,N
OR4101460,N
OR4105086,N
OR4101334,N
OR4101104,N
OR4100779,N
OR4100302,N
OR4100910,N
OR4101052,N
OR4101094,N
OR4101032,N
OR4100693,S
OR4100847,S
PA2400036,N
PA3130030,N
PA6200031,N
PA7010044,N
PA6250035,N
PA7360136,N
PA7360053,N
PA5100010,N
PR0115011,N
PR0401144,N
RI2585313,N
RI1900034,N
SC4660077,N
SC0420006,SB
SD4602263,N
SD4602287,N
SD4600071,S
TX1011860,N
TX1910006,N
TX2200117,N
TX1010674,N
TX0150256,N
TX1700847,N
TX1260078,N
TX1500117,N
TX2330011,N
TX0270017,N
TX2270324,N
TX1090033,N
TX1260121,N
TX0650013,S
TX0840003,S
UTAH11036,N
MD0070016,S
WV3301205,S
VT0005319,S
VT0005136,S
VA4193360,N
VA2015050,N
VA6033455,N
VA5031690,N
VA3093347,N
VA3001031,N
VA4085800,N
VA3093650,N
VA4097720,N
VA5067980,N
VA1191883,S
VA1173770,S
WA5314572,N
WA5307730,N
WA5305966,N
WA5321450,N
WA5324180,N
WA5325600,N
WA5322740,N
WA5301576,N
WA5355320,N
WA5365815,N
WA5317631,N
WA5398684,N
WV3300243,N
WI1250078,N
WI2685370,N
WI7500269,N
WI6170265,N
WI1110109,N
WI2300486,N
WI4590468,N
WI7500133,N
WI6560125,N
WI2650124,N
WI2300151,N
WI2680200,N
WI1130224,S
WY5600258,N
WY5600247,N
WY5600215,N
WY5600194,N
WY5601245,N
WY5600221,N
WY5601613,N
WY5600811,N
WY5680085,N
WY5600206,S
WY5600009,S
MD0060203,N
MI0001845,N
NM3510329,N
CO0134191,SB
TX1460100,N
TX1700064,N
TX1400003,S
LA1073031,S
MD0230001,S
VT0020151,N
VA2023380,N
VA4119535,N
VA3095700,N
VA3550705,N
WI2460113,N
GA1270016,N
MA1121011,N
MA2125014,N
MA2028012,N
MT0001744,S
NY1302765,S
OR4100290,N
WV3301104,S
CA3910029,N
CT1189201,N
FL6094933,N
GA0270010,N
GA1790029,N
IL1975105,N
IL1115730,N
IL1614260,S
IL1671200,S
MI0040488,N
MI0040044,N
NH0883030,N
NH1793030,N
NC0332140,N
NC0382015,S
OH6500312,N
OR4100030,N
SC4350008,N
TN0000962,N
TX1260131,N
VA6061575,N
WY5600256,S
NC0382010,S
AK2224078,N
AZ0404022,N
CA1500371,N
DE0000660,N
LA1099024,N
LA1105091,N
LA1015006,N
55293501,N
NY4701525,N
NY1010862,N
NY3503524,S
NC0149175,N
NC0136205,N
NC4392224,N
NC4035009,N
NC0276133,N
NC0392182,N
NC0136385,N
NC0392301,N
NC0326213,N
NC0113010,S
SC4060032,N
SD4600253,N
TX1700685,N
TX2200139,N
TX1010947,N
TX0180072,N
TX0360108,N
TX0080059,N
TX1260068,N
TX1460145,N
TX1010339,N
VA6047038,N
VA6099305,N
VA1121565,N
VA2023555,N
VA1071455,S
WA5316232,N
WA5366914,N
MA2034030,N
TX1700021,N
VA4127635,N
AZ0410188,N
AZ0413138,N
CA1800529,N
FL5280129,N
GA0310174,N
GA0810021,N
GA1030116,N
GA0710083,N
GA0310238,N
MA3301002,N
OH0501311,S
VA1197120,N
VA2139440,N
VA2069725,N
WA5336274,N
AZ0413340,N
CA5500149,N
CO0143719,N
FL3480940,N
GA1770066,N
ID6060118,N
IA8218301,N
ME0002423,N
ME0001978,N
MI0040240,N
MI0040489,N
MS0690008,N
MO6048065,N
MT0003262,N
NY1701513,N
NY3801588,N
NY1904222,N
NY5503386,S
NC0351188,N
NC0118135,N
NC0425015,S
NC0114010,S
OH1200212,N
OH5900512,N
OH7707012,N
OH5401212,N
OH8301412,S
OK2006361,N
OR4101169,N
OR4101216,N
PA3060100,S
SC0250009,N
SC3250013,N
SD4602210,N
TN0000802,N
TX0150117,N
VA2003440,N
VA4101950,N
WA5315518,N
WA5388200,N
WI6420299,N
WI7370157,N
NM3553321,N
IL0431200,SB
VA1035090,N
AK2212461,N
AZ0410123,N
CA1000324,N
CA0310012,S
CT0180171,N
CT0180181,N
CT0363011,N
CT0781131,N
CT0340231,N
FL3424029,N
FL4474474,N
FL6092686,N
IL0915385,N
IA5784326,N
LA1017063,N
LA1005112,N
LA1049026,S
MN1730059,N
MO3036065,N
MT0003229,N
MT0003990,N
MT0000186,S
NY3503581,N
NY4500164,S
PA7500025,N
TX0200094,N
TX2410010,N
TX2390013,N
TX0790013,N
TX1011939,N
TX1840108,N
VA6061400,N
WV3303602,S
WV3300107,SB
CA4310011,S
FL6530262,N
FL3481546,S
GA0690040,N
GA0310237,N
GA0310230,N
GA0510123,N
GA0250020,N
GA0310202,N
GA1950049,N
GA0510040,N
GA0690059,N
KS2019111,S
MO6031412,N
NH2373010,N
NY0901539,N
NC0392108,N
NC4392101,N
NC0118187,N
PR0613486,N
SC2350010,N
VA2171350,N
WA5302667,N
WA5344965,N
WA5302236,N
WA5351867,N
WA5363700,N
WA5386790,N
CA4310011,S
ID3140063,N
IL0316000,S
IA5784314,N
IA1700854,N
LA1063027,N
MI0040352,N
MI0040098,N
MI0040154,N
MI0040256,N
MI0040313,N
MT0001823,N
NY1200251,N
NC0136122,N
NC0120109,N
NC0392314,N
NC0149184,N
NC0136378,N
NC0286113,N
NC0136208,N
NC0180196,N
NC0392388,N
OK2005204,S
VT0005625,B
VT0005033,N
VA1191310,B
VA5031275,N
WA5333515,N
VA1169650,S
VT0020568,S
CT1426011,N
DE0000553,N
DE00A0516,N
DE0000134,N
FL6531955,N
IL0975380,N
IL1975210,N
NN3503054,N
NY3700906,N
NY1921639,N
NC0235125,N
OK2005522,N
TX1010825,N
TX0100059,N
TX1650111,N
TX0610175,N
TX1550081,N
TX0360117,N
TX2430002,S
TX0200189,N
AK2370552,N
AZ0410178,N
AZ0410411,N
CA3600010,N
CA1200592,N
CA0706005,N
CA1700596,N
CA5400881,N
90600145,N
90600150,N
90605150,N
CO0123155,N
CO0134717,N
CT1470011,N
CT0780211,N
CT0691011,N
FL6290276,N
FL2544298,N
FL3354044,N
FL6291087,N
FL6531161,N
FL3424638,N
FL6095036,N
FL3050834,S
GA2190054,N
GA2190053,N
GA0510121,N
GA2510048,N
GA0710027,N
GA2370046,N
GA1450008,N
ID4010017,N
ID5340005,N
ID5420089,N
ID5420040,N
ID4080029,N
ID3140180,N
ID4080037,N
IL1135689,N
IA5225307,N
LA1005119,N
LA1063071,N
LA1099025,N
LA1103078,N
LA1077021,N
ME0095699,N
ME0092313,N
ME0005844,N
MD0080036,N
MI0006435,N
MI0000795,N
MI0040369,N
MI0040140,N
MI0040473,N
MI0040076,N
MI0007130,N
MN1700010,N
MS0300064,N
MS0170033,N
MS0030003,S
MO3069013,N
MO5048237,N
MO6048138,N
MO3281045,N
MO6031327,N
MO5301390,N
MT0003283,N
MT0004021,N
MT0000489,N
NH0112100,N
NH0612140,B
NH1973050,N
NH1272030,N
NH0512080,N
NJ1922003,N
NM3500113,S
NY3905684,N
NY1000247,N
NY6000765,N
NY0320782,N
NY3920886,N
NY5201348,N
NY4303901,N
NY5503396,N
NY3801589,N
NY4517244,N
NY3219530,S
NY1905403,N
NY4100049,S
NY6000618,S
NC0392358,N
NC0136262,N
NC0351104,N
NC4392146,N
NC0392225,N
NC0136268,N
NC4392183,N
NC0279177,N
NC4092043,N
NC0118155,N
NC0235127,N
NC0319135,N
NC4392123,N
NC0229025,S
ND1101481,N
OH7601412,N
OH7003112,N
OK2004205,N
OK1020806,S
OR4100548,N
OR4100804,N
OR4100354,N
OR4101131,B
OR4100079,S
PA2350002,N
SD4600395,N
SD4602025,N
SD4600865,S
TN0000880,N
TX1710021,N
VT0005045,S
VA4133080,N
VA4119300,N
VA6047050,N
VA2165165,N
VA2165495,N
VA2015300,N
VA4085750,N
105338100,N
WA5301088,N
WA5356344,N
WI2680212,N
WI1540115,N
VA1167015,N
NH0611010,SB
WA5312613,N
OR4101520,S
WA5361350,N
GA2270002,SB
IA3126304,N
MD0080013,N
MA1214001,N
MA2151009,N
NC0180178,N
OH5003012,N
PA4110016,S
VT0005162,N
VT0005399,N
VA1191883,S
MD0180051,N
TN0000056,S
CO0125708,N
CT0880031,N
DE0000611,N
FL2544191,N
GA1870091,N
GA2130010,N
GA3210011,N
GA0510112,N
GA1330059,N
GA0310217,N
ID4010247,N
LA1005147,N
ME0095658,N
ME0090360,N
MI0040013,N
MI0040325,N
NH0882180,N
NH0062010,N
NH0882090,N
NH2313020,N
NM3510509,N
NY5903466,N
NY5501373,N
NC0145172,N
OK2001432,N
OR4100358,N
OR4101159,N
SC3250045,B
TX0200324,N
TX1700777,N
TX0080055,N
TX1840105,N
84990002,S
VA4101097,N
VA4133480,N
WA5361390,N
WA5319215,N
WA5328400,N
WA5328967,N
TX0650013,S
WY5600832,N
TX1870019,N
SC3210004,S
WV3301303,N
AZ0412306,N
CA5400529,N
CO0261003,N
GA2390002,N
GA1850051,N
GA3070001,N
ID5270004,N
ID4010055,N
55294405,N
MS0630007,N
MO5048974,N
NH1403010,N
93534005,N
NM3551801,N
NY5000739,N
NC0136108,N
NC0353127,N
NC0118171,N
NC0149148,N
NC0187124,N
NC0156135,N
NC4092068,N
NC0363010,S
PA2400086,N
SC4050016,N
VT0005378,N
WA5314540,N
WA5355175,N
WV3300104,S
VT0005628,N
AZ0408080,N
CA1400059,N
CA0605011,N
CT0910021,N
CT0790021,N
FL6295311,N
GA0090042,N
ME0092359,N
MO5036162,N
NH0753020,N
NY1200256,N
NY1505390,N
NY0801740,S
NY1400443,S
OR4101200,N
OR4100028,N
NH1781010,S
WA5319360,N
WI2300153,N
VT0005229,S
AK2220135,N
CA4200556,N
CA1500465,N
CA1000260,N
CA3600386,N
CO0121050,N
CO0155700,N
CT1631031,N
DE00A0767,N
DE0000560,N
FL3421573,N
FL6291251,N
FL2540911,N
FL3421574,N
FL3491576,N
GA0310171,N
GA0310191,N
GA1470009,N
GA1950052,N
HI0000103,N
ID4010123,N
IL1975640,N
IL0735350,N
IL1617945,N
IA9644001,N
IA3100606,N
KS2000103,S
KS2001910,S
LA1017072,N
LA1015036,N
LA1055123,N
ME0098208,N
MI0000505,N
MI0040273,N
MI0002790,S
MS0420022,N
MS0530010,S
MO5036027,N
MO6036022,N
MO5036201,N
MO4041308,N
MT0001782,N
MT0001736,N
MT0004035,N
NE3111907,N
NH1173020,N
NY0901808,N
NY4510546,N
NY5501280,N
NY0900220,S
NC0392340,N
NC0180108,N
NC0136148,N
NC0201141,N
NC0118279,N
NC0286170,N
OH7000712,N
OK2001032,N
OR4100514,N
OR4100696,N
OR4100284,N
OR4100629,N
OR4100213,S
SD4602122,N
TN0000452,N
TX1011828,N
TX0200379,N
TX1012003,N
TX2200326,N
TX0260009,N
TX1610030,N
TX2370016,N
VT0005006,N
VA2171475,N
VA1121842,N
WA5315108,N
WA5345366,N
105300047,N
WA5381851,N
WI1130224,S
MO5031152,N
CA4500008,N
CA1000254,N
CA5610011,S
CT0780021,S
IA5282302,N
MA4338002,N
MO3036078,N
MT0004459,N
NH0203010,N
NM3500232,N
